id,Zip Code,area,age_con,sex,ethnicity,,,,,,,q44,q45,q46,q48,q50,q51_1,q51_2,q51_3,q52_1,,q52_2,,q52_3,,q52_4,,q52_5,,q52_6,,q52_7,,q52_8,,q52_9,,q52_10,,,sts,trust,conspiracy,complexity,open,conscie,extrav,agreeab,neuro
2749,85029,urban,28,Female,White/Caucasian,4,3,2,Single,Employed Full-time,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Inflation,,,High impact,3,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,High impact,3,No impact,0,No impact,0,No impact,0,3,32,2,11,13,15,20,19,11,7
2750,85042,urban,39,Male,White/Caucasian,5,2,1,Single,Employed Full-time,2,Did not vote,That there is a well-functioning social system,Democracy,Neither,Neither,Corner versus,Client control,Money market,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,Medium impact,2,High impact,3,No impact,0,No impact,0,5,21,2.6666667,11,14,18,14,15,18,13
2751,85282,rural,40,Male,White/Caucasian,2,3,2,Seperated,Other,1,Did not vote,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,Cobid,New virus,Climate,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,High impact,3,Low impact,1,9,19,3.3333333,16,12,18,21,16,20,5
2752,86442,urban,46,Female,White/Caucasian,2,3,4,Seperated,Unemployed,1,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Neither,Neither,Covid,,,High impact,3,High impact,3,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,High impact,3,High impact,3,Low impact,1,Medium impact,2,11,18,2,11,11,17,21,19,20,15
2753,85048,urban,41,Female,Asian,9,5,4,Married or Partnered,Employed Part-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Housing market - interest rate,Record breaking heat in Phoenix,Inflation,Medium impact,2,Low impact,1,High impact,3,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,7,27,2.3333333,11,14,18,16,12,17,14
2754,85233,urban,32,Male,Asian,7,6,5,Single,Employed Full-time,2,Did not vote,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Neither,Inflation,Food Prices,,Medium impact,2,Low impact,1,Low impact,1,No impact,0,No impact,0,No impact,0,Low impact,1,Low impact,1,No impact,0,No impact,0,2,31,3.3333333,14,15,19,17,15,21,9
2755,85035,urban,27,Male,Hispanic,1,2,1,Single,Unemployed,2,Did not vote,That there is no great gap between rich and poor,Democracy,Neither,Neither,Covid 19,Heat temperature raising,The flu,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,High impact,3,High impact,3,High impact,3,14,26,2.6666667,12,11,9,12,14,17,7
2756,85212,urban,32,Female,White/Caucasian,8,5,4,Married or Partnered,Other,2,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,Inflation on food and other products,Rising interest rates,Covid,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,High impact,3,Medium impact,2,No impact,0,No impact,0,7,27,3,11,14,14,16,18,13,10
2757,85756,rural,19,Female,Other,1,2,3,Single,Unemployed,1,Did not vote,That there is no great gap between rich and poor,Autocracy,Neither,Neither,Car accident,Lost my job,Lost my sister,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,High impact,3,Low impact,1,9,16,2.3333333,9,13,14,19,8,18,14
2759,85543,rural,46,Female,White/Caucasian,2,4,4,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,None,,,High impact,3,High impact,3,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,1,17,5,10,16,9,18,17,21,4
2760,85298,rural,47,Male,Other,9,3,6,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,Energy. Biden giving up energy independence has greatly affected my ability to afford things that used to be able to afford.,,,High impact,3,High impact,3,No impact,0,Low impact,1,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,High impact,3,4,28,1.6666666,9,11,12,20,13,16,8
2761,85739,rural,55,Male,White/Caucasian,6,2,2,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Neither,Democracy,illegal immigration,inflation,crime,High impact,3,High impact,3,Low impact,1,No impact,0,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,5,15,3,14,9,15,19,14,16,10
2764,85603,rural,37,Female,White/Caucasian,4,3,4,Married or Partnered,Other,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,The inflation crises has affected me the most,,,High impact,3,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,Medium impact,2,No impact,0,Low impact,1,4,20,2.6666667,12,6,12,21,19,10,14
2765,85051,urban,29,Female,White/Caucasian,5,4,3,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Autocracy,None,,,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,No impact,0,No impact,0,Medium impact,2,Low impact,1,Low impact,1,No impact,0,4,21,3,13,13,6,14,9,13,15
2766,85007,rural,28,Male,Black/African-American,7,2,1,Single,Unemployed,3,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,COVID -19,Hurricane,,High impact,3,Medium impact,2,High impact,3,High impact,3,No impact,0,Medium impact,2,High impact,3,High impact,3,Low impact,1,No impact,0,9,29,4,10,13,21,21,12,21,8
2767,85608,urban,36,Male,White/Caucasian,8,5,4,Married or Partnered,Employed Full-time,3,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,COVID-19,Protest,Fight,No impact,0,Low impact,1,Low impact,1,Low impact,1,No impact,0,No impact,0,No impact,0,Low impact,1,High impact,3,Low impact,1,5,29,3.6666667,16,15,20,21,14,17,4
2768,85215,urban,54,Female,White/Caucasian,5,3,1,Seperated,Employed Full-time,2,Did not vote,That there is no great gap between rich and poor,Democracy,Democracy,Neither,Health,,,Low impact,1,Low impact,1,Low impact,1,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,23,3.6666667,7,14,14,19,14,20,14
2769,85019,rural,36,Female,Native American,1,2,4,Single,Unemployed,1,Republican (Opposing Party),That there is no great gap between rich and poor,Autocracy,Neither,Democracy,Addiction,Substance abuse,Alcoholic,Medium impact,2,Medium impact,2,Medium impact,2,High impact,3,High impact,3,Medium impact,2,Medium impact,2,High impact,3,Low impact,1,Medium impact,2,10,19,2,12,8,9,10,16,11,15
2771,85379,urban,29,Female,White/Caucasian,3,2,3,Married or Partnered,Employed Full-time,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,Inflation,Gas prices,,High impact,3,Low impact,1,Medium impact,2,Low impact,1,No impact,0,No impact,0,High impact,3,Low impact,1,No impact,0,No impact,0,4,19,2.3333333,12,13,16,20,15,14,8
2773,85020,urban,38,Male,White/Caucasian,2,2,3,Single,Unemployed,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,none,,,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,16,1.3333334,10,10,16,15,9,7,14
2774,85142,urban,75,Male,White/Caucasian,5,5,2,Married or Partnered,Retired,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,none,,,Medium impact,2,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,25,3.3333333,7,12,12,14,8,15,9
2775,0,urban,45,Female,Hispanic,9,5,6,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,extended heat alert,rise of gas,trump focus on not following orders set by judge,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,5,23,3.3333333,11,18,10,16,11,16,8
2776,85044,urban,19,Female,White/Caucasian,1,3,4,Single,Other,2,Did not vote,That there is a well-functioning social system,Democracy,Democracy,Democracy,none,,,Medium impact,2,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,1,17,1,8,11,14,16,20,10,17
2777,85350,urban,41,Male,Hispanic,4,4,6,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,COVID 19,,,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,15,29,2,10,15,21,21,21,15,3
2780,85143,rural,39,Male,White/Caucasian,4,4,1,Single,Employed Full-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,none,,,High impact,3,High impact,3,No impact,0,High impact,3,No impact,0,High impact,3,No impact,0,No impact,0,Low impact,1,No impact,0,4,20,2.6666667,9,7,12,18,11,15,11
2781,85285,urban,25,Male,Asian,4,6,2,Married or Partnered,Employed Full-time,3,Republican (Opposing Party),That the people elect the respective head of state in free elections,Autocracy,Democracy,Autocracy,Covid crisis,Russian ukrain war,,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,High impact,3,High impact,3,Medium impact,2,High impact,3,13,27,3,7,15,20,18,12,19,7
2782,85042,urban,27,Male,Black/African-American,2,2,2,Single,Employed Part-time,0,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Co-VID,Almost getting evicted,Moving to AZ from NY,Medium impact,2,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,Medium impact,2,No impact,0,No impact,0,No impact,0,2,18,3,9,13,13,13,10,14,18
2783,85296,urban,39,Female,White/Caucasian,4,4,3,Single,Employed Full-time,0,Did not vote,That I can determine directly/by myself what happens in my country,Autocracy,Democracy,Democracy,COVID,Heat,Society,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,14,25,3,9,10,19,21,17,21,6
2784,85704,urban,44,Male,Hispanic,10,5,3,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,The gun crisis in Ameria,The amount of misinformation in the news and social media,The division among US citizens politically,No impact,0,Medium impact,2,High impact,3,No impact,0,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,High impact,3,High impact,3,11,33,4.6666665,8,16,19,20,10,20,10
2785,85296,urban,66,Male,White/Caucasian,9,6,3,Married or Partnered,Employed Full-time,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,none,,,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,5,18,3.3333333,7,12,17,18,16,14,5
2786,85233,rural,18,Male,White/Caucasian,1,2,5,Married or Partnered,Employed Part-time,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Neither,monsoon,coronavirus,chickenpox,Medium impact,2,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,High impact,3,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,10,19,3,11,12,16,19,12,14,9
2787,86403,urban,57,Female,White/Caucasian,6,5,2,Married or Partnered,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Covid,Trump indiments,,High impact,3,High impact,3,Low impact,1,Medium impact,2,High impact,3,High impact,3,Medium impact,2,High impact,3,High impact,3,High impact,3,14,24,3.6666667,11,10,19,21,18,20,5
2788,85262,urban,78,Male,White/Caucasian,9,3,2,Married or Partnered,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,None,,,Medium impact,2,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,26,4.3333335,8,14,11,15,13,16,10
2791,85716,rural,44,Male,White/Caucasian,1,2,3,Married or Partnered,Employed Part-time,2,Did not vote,That there is no great gap between rich and poor,Democracy,Democracy,Democracy,Covid,Fires,Floodi,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,High impact,3,High impact,3,Medium impact,2,Medium impact,2,12,22,2.6666667,11,11,13,15,12,14,15
2792,85351,urban,69,Female,White/Caucasian,4,5,1,Widowed,Retired,2,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,Extreme heat related weather,,,High impact,3,High impact,3,High impact,3,No impact,0,Medium impact,2,Medium impact,2,No impact,0,Medium impact,2,High impact,3,Medium impact,2,9,26,4,10,17,18,18,19,17,7
2793,85361,rural,50,Female,White/Caucasian,7,5,4,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,The economy,,,High impact,3,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,High impact,3,High impact,3,Low impact,1,No impact,0,9,27,3.3333333,7,14,15,17,15,19,18
2794,85268,urban,24,Male,White/Caucasian,9,5,2,Married or Partnered,Employed Full-time,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Covid,Financial,,Medium impact,2,Low impact,1,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,High impact,3,High impact,3,Low impact,1,7,29,3,7,12,12,20,15,17,12
2796,85248,urban,23,Male,White/Caucasian,1,2,1,Single,Employed Part-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,Climate Change,,,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,20,3,12,13,10,12,12,12,12
2797,85374,urban,26,Male,Hispanic,8,3,5,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,Covid,BLM,Natural Disasters,High impact,3,Low impact,1,No impact,0,Low impact,1,No impact,0,Low impact,1,No impact,0,Low impact,1,Low impact,1,Low impact,1,4,24,3.3333333,12,11,12,19,18,18,7
2798,85282,urban,26,Male,Hispanic,5,5,5,Single,Unemployed,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,The AC Unit broke in my house,My car's battery died so I had to replace it.,,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,7,27,3.3333333,9,12,7,15,11,18,11
2799,85143,rural,19,Male,Hispanic,5,3,4,Single,Other,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,,Climate change increasing the Earths temperature,,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,No impact,0,Low impact,1,Low impact,1,Medium impact,2,No impact,0,No impact,0,4,20,3.3333333,11,14,16,16,6,20,13
